StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass
3337,17,Male,Asian,Some College,13,21,No,No Support,No,No,No,No,3.152789326666769,B
3340,15,Male,Asian,High School,11,19,Yes,Very High,No,No,No,Yes,2.6192296267603488,C
3341,16,Female,Asian,High School,18,21,Yes,Moderate,No,No,Yes,No,3.4090172391907774,B
3342,17,Female,Other,Some College,16,22,Yes,No Support,No,No,Yes,No,3.5673551893354163,A
3343,15,Male,Caucasian,High School,6,5,No,High,Yes,No,No,No,2.509937793680576,C
3344,15,Male,Asian,Some College,8,20,No,High,No,No,Yes,No,3.0780657142263044,B
3346,18,Male,Caucasian,Bachelor’s,19,11,No,Moderate,Yes,No,Yes,No,2.971743298943657,C
3347,17,Female,Asian,Some College,11,17,No,High,Yes,Yes,No,No,3.0710937585667555,B
3348,16,Male,Caucasian,Higher,14,11,Yes,No Support,Yes,No,No,No,3.321836639771393,B
3349,18,Female,African American,Some College,11,30,Yes,No Support,No,No,No,No,3.1825695616886964,B
3350,18,Male,African American,Some College,20,30,No,High,No,Yes,No,Yes,2.9914379398299884,C
3351,18,Female,African American,Bachelor’s,20,6,No,High,No,No,No,No,3.612535524392001,A
3352,15,Male,Other,Bachelor’s,12,4,No,Very High,Yes,No,No,No,3.1610077640944643,B
3354,18,Male,African American,High School,6,8,Yes,Moderate,Yes,Yes,No,No,3.353332377824278,B
3356,17,Male,Caucasian,Higher,9,10,Yes,High,Yes,Yes,No,Yes,2.7530658918270605,C
3357,16,Male,Caucasian,Some College,5,3,Yes,High,No,Yes,No,Yes,2.8159082613026376,C
3358,17,Female,African American,Bachelor’s,14,13,No,Moderate,No,No,No,No,2.933488869060509,C
3359,16,Female,Caucasian,Some College,14,25,Yes,Moderate,No,Yes,No,No,3.730850504115616,A
3360,15,Female,Caucasian,Bachelor’s,8,11,No,High,Yes,No,No,No,3.5373764186606227,A
3361,18,Female,Asian,High School,12,17,No,Moderate,No,No,No,No,3.843318836647682,A
3363,17,Male,Other,High School,8,22,No,Low,Yes,No,No,Yes,2.4202319554595726,D
3364,18,Male,Asian,Bachelor’s,2,0,No,Very High,No,Yes,No,Yes,3.311051252338173,B
3365,18,Male,African American,Bachelor’s,8,26,No,Very High,No,Yes,No,Yes,2.8780274653620634,C
3366,17,Female,Caucasian,No Education,19,29,No,Moderate,Yes,No,Yes,Yes,2.4371202344966982,D
3367,16,Male,Caucasian,Bachelor’s,14,12,No,Moderate,Yes,No,No,No,3.613040644459767,A
3368,15,Male,Caucasian,Some College,6,15,Yes,Low,Yes,Yes,No,No,2.673247082846996,C
3369,15,Female,Other,High School,3,4,No,Low,No,No,No,No,2.5129461743033583,C
3371,18,Male,Caucasian,High School,16,24,No,Moderate,No,No,Yes,No,2.4476990613899714,D
3374,18,Male,Caucasian,Bachelor’s,4,27,No,Very High,Yes,No,No,No,2.4910729437270343,D
3376,18,Female,Caucasian,Bachelor’s,2,11,No,Low,No,Yes,Yes,Yes,2.672533295223935,C
3380,18,Female,African American,No Education,20,23,No,Moderate,No,Yes,No,No,2.759661462425364,C
3381,16,Male,Caucasian,Bachelor’s,13,25,No,Low,Yes,Yes,No,Yes,3.218838556301629,B
3384,16,Male,Other,Some College,4,28,No,No Support,Yes,No,No,Yes,3.1972837528620857,B
3387,16,Male,Asian,Some College,15,23,No,High,No,No,No,No,3.3885921816331708,B
3388,18,Female,Asian,No Education,1,10,No,No Support,Yes,No,No,No,2.4486092542406768,D
3389,17,Male,Caucasian,Higher,10,15,No,Moderate,Yes,Yes,No,Yes,3.312689668530793,B
3390,16,Female,Caucasian,Higher,3,7,No,High,Yes,No,Yes,No,3.748710468261804,A
3391,16,Male,Asian,Bachelor’s,5,29,No,High,No,No,No,No,2.5124103625337675,C
3392,16,Male,Caucasian,Some College,6,25,Yes,Moderate,No,Yes,Yes,Yes,2.5535255443642746,C
3393,18,Female,Asian,No Education,16,23,Yes,Very High,Yes,No,No,No,2.8141114420996804,C
3394,17,Male,Asian,Bachelor’s,7,26,No,Low,Yes,No,Yes,Yes,2.6144729853082143,C
3395,15,Male,Asian,No Education,0,14,No,No Support,No,Yes,No,No,2.365779559038641,D
3396,18,Male,Caucasian,No Education,14,27,No,Moderate,Yes,Yes,Yes,No,3.4665842804371043,B
3397,18,Male,Asian,Some College,19,10,No,High,No,No,No,No,3.82748997315098,A
3398,17,Male,African American,High School,11,6,No,High,Yes,Yes,No,Yes,2.728077503910459,C
3399,17,Male,Asian,No Education,14,1,No,High,Yes,No,No,No,3.988707624961191,A
3400,18,Female,Caucasian,Some College,14,18,No,Low,Yes,No,Yes,No,3.8574295439091615,A
3402,18,Female,Caucasian,High School,15,17,No,Moderate,Yes,Yes,No,No,2.875911588129753,C
3403,17,Male,Caucasian,No Education,1,12,No,Low,Yes,Yes,Yes,No,2.685071800305705,C
3405,17,Female,Other,Bachelor’s,14,0,Yes,Low,Yes,Yes,Yes,Yes,3.0356925435361592,B
3406,15,Male,Caucasian,Bachelor’s,6,18,Yes,Moderate,Yes,No,No,No,2.809790653263437,C
3408,17,Male,Caucasian,Some College,12,13,No,Low,No,Yes,No,No,2.9950321095640877,C
3409,17,Female,Caucasian,No Education,16,16,Yes,Moderate,Yes,Yes,No,No,3.648772578563819,A
3410,18,Female,Caucasian,No Education,10,21,No,Moderate,No,No,Yes,No,3.948215402758355,A
3411,17,Female,Caucasian,High School,9,19,No,Moderate,Yes,No,No,Yes,2.177853000905119,D
3412,17,Female,Other,Some College,0,0,No,Moderate,Yes,Yes,Yes,No,2.4058293066503733,D
3413,16,Female,Caucasian,Bachelor’s,13,4,No,High,Yes,Yes,No,No,3.2739260078162404,B
3414,17,Male,African American,Bachelor’s,4,29,Yes,Low,Yes,Yes,No,No,2.349798191378924,D
3415,16,Male,Caucasian,Some College,7,19,Yes,High,No,No,Yes,Yes,3.1215797493078066,B
3416,16,Female,Other,High School,0,13,No,High,Yes,No,No,No,2.033342965223726,D
3417,16,Male,Caucasian,Bachelor’s,6,26,No,Very High,No,Yes,No,Yes,3.6851313369711343,A
3418,16,Male,Caucasian,Some College,1,25,Yes,Very High,Yes,No,No,No,3.367179725428913,B
3419,15,Female,Caucasian,Bachelor’s,6,29,No,Low,No,Yes,No,No,2.0660206139621926,D
3420,18,Male,Caucasian,Some College,6,26,No,Low,No,No,No,No,2.133536468458105,D
3421,15,Female,Caucasian,Bachelor’s,8,25,No,High,Yes,Yes,No,No,2.0511709019869286,D
3422,17,Female,Asian,Higher,3,17,Yes,High,Yes,Yes,No,No,2.8882641253524737,C
3423,15,Female,African American,Higher,6,12,No,Moderate,No,Yes,No,No,2.6489606342109915,C
3424,15,Female,African American,Some College,19,22,Yes,Moderate,No,Yes,No,Yes,3.8268399476835744,A
3427,17,Male,Caucasian,Higher,10,23,No,High,No,Yes,Yes,No,3.7004879567803775,A
3428,15,Male,Other,Some College,8,3,No,No Support,Yes,Yes,No,No,2.52172940768261,C
3429,15,Female,Asian,High School,13,8,No,No Support,No,Yes,No,No,3.8185739901014095,A
3430,17,Female,Asian,Some College,7,2,No,Moderate,No,Yes,No,No,2.7042302356435517,C
3431,18,Male,Asian,High School,20,28,No,No Support,Yes,No,No,No,2.8561755399781896,C
3432,18,Male,Caucasian,Some College,13,21,No,Very High,Yes,Yes,No,No,3.5800356230207626,A
3433,16,Female,Caucasian,Some College,20,10,No,No Support,No,Yes,No,Yes,3.691435184628574,A
3434,17,Male,Caucasian,High School,16,29,No,No Support,Yes,Yes,No,No,3.366669505334668,B
3436,18,Male,Caucasian,Higher,4,15,No,High,Yes,No,No,Yes,3.75877088293991,A
3437,16,Female,Caucasian,Bachelor’s,9,29,Yes,Moderate,Yes,No,No,No,2.046667523234649,D
3438,17,Female,African American,Bachelor’s,5,6,No,High,No,No,No,No,3.653311309433927,A
3440,17,Female,Asian,Bachelor’s,10,21,No,Moderate,Yes,Yes,Yes,No,3.63004190798332,A
3441,15,Male,Other,Some College,5,8,Yes,No Support,No,Yes,No,No,3.149806041815184,B
3442,16,Male,Caucasian,High School,9,30,No,High,No,No,No,No,3.847079332483628,A
3443,18,Female,Caucasian,High School,13,16,Yes,Very High,Yes,Yes,No,No,2.807964109066959,C
3444,18,Male,African American,High School,19,12,Yes,No Support,Yes,Yes,No,No,2.916305755455792,C
3445,18,Female,Caucasian,High School,2,8,No,Low,Yes,No,No,Yes,3.546284164601585,A
3446,15,Female,Caucasian,Higher,6,28,No,High,Yes,Yes,No,No,2.909495651855809,C
3447,15,Female,Caucasian,No Education,1,8,No,Moderate,Yes,No,No,Yes,2.308848888323414,D
3448,17,Female,Caucasian,Some College,6,19,No,Moderate,Yes,Yes,Yes,Yes,2.730625110030125,C
3449,18,Female,African American,Some College,16,28,No,Very High,No,Yes,Yes,No,2.488577263067661,D
3450,15,Female,Caucasian,High School,12,27,No,No Support,No,Yes,Yes,No,2.8428405601593782,C
3451,17,Male,African American,Some College,20,30,Yes,High,Yes,Yes,No,No,2.7581388020493343,C
3452,18,Male,African American,High School,8,11,No,Low,Yes,No,No,No,2.233797190983398,D
3453,16,Male,Caucasian,Bachelor’s,12,20,No,No Support,Yes,Yes,No,No,2.6948482539132,C
3454,17,Female,Caucasian,High School,14,18,No,High,No,No,No,No,2.927735300374405,C
3455,15,Male,Caucasian,Some College,12,22,No,Low,Yes,Yes,No,No,2.814195553428075,C
3456,15,Female,Caucasian,Bachelor’s,16,14,Yes,High,Yes,Yes,No,No,3.5309132638928844,A
3457,17,Male,Asian,Higher,7,17,No,Low,Yes,No,No,Yes,3.250025771376071,B
3458,17,Female,Asian,Bachelor’s,8,7,Yes,No Support,Yes,Yes,No,No,3.7000295916487023,A
3460,16,Female,Caucasian,Some College,7,5,Yes,Very High,No,Yes,No,No,3.6773231337676897,A
3462,16,Male,African American,Bachelor’s,19,5,Yes,Moderate,Yes,Yes,No,No,3.4468210768834293,B
3464,16,Female,African American,High School,16,25,Yes,High,Yes,No,Yes,No,2.5386903407638943,C
3465,15,Female,Caucasian,Some College,6,2,No,No Support,No,No,Yes,No,2.439432701352208,D
3466,17,Male,African American,Bachelor’s,5,1,No,Very High,No,Yes,No,No,2.975155083285108,C
3467,18,Female,Asian,Some College,4,4,No,Very High,No,Yes,No,Yes,3.419586459943394,B
3468,15,Female,Caucasian,High School,16,28,Yes,Moderate,Yes,No,No,Yes,2.9083050829931856,C
3469,15,Female,Asian,Some College,7,29,No,Moderate,Yes,Yes,Yes,Yes,2.5663400891918573,C
3470,18,Male,Caucasian,Bachelor’s,0,19,Yes,Very High,Yes,Yes,No,Yes,3.861623505402796,A
3471,18,Male,Caucasian,Higher,15,11,No,Moderate,Yes,No,Yes,No,3.352762472498624,B
3476,17,Male,Caucasian,Some College,15,3,No,Moderate,Yes,No,No,No,3.479998511347376,B
3477,18,Male,Caucasian,Some College,6,13,No,Moderate,Yes,No,Yes,Yes,3.2541978591796457,B
3478,18,Male,Asian,High School,20,28,Yes,High,Yes,Yes,Yes,No,2.984321993240199,C
3479,16,Male,Other,Bachelor’s,14,2,No,Very High,Yes,Yes,No,Yes,3.2717126595715054,B
3480,15,Male,African American,Bachelor’s,1,16,Yes,Low,No,Yes,Yes,Yes,3.310802815497714,B
3481,15,Female,Caucasian,High School,1,4,No,Very High,Yes,No,Yes,Yes,3.639659826755648,A
3482,15,Male,African American,High School,9,21,Yes,High,Yes,Yes,Yes,No,3.774486579486188,A
3483,15,Female,Caucasian,Higher,4,20,No,Very High,No,No,No,No,2.8793718690002743,C
3484,18,Female,Other,Some College,3,20,No,High,No,No,No,Yes,2.3492123873506587,D
3485,17,Female,Asian,Bachelor’s,14,27,No,High,Yes,No,No,No,3.093699920481836,B
3486,17,Male,African American,Some College,12,5,No,Very High,No,Yes,No,Yes,2.9795804815709084,C
3487,16,Female,Caucasian,Bachelor’s,16,19,No,Low,Yes,No,No,Yes,2.947053955123299,C
3488,16,Female,Caucasian,Bachelor’s,20,29,Yes,Very High,No,Yes,Yes,No,3.2250455157474653,B
3489,18,Female,Caucasian,Bachelor’s,0,27,Yes,Low,No,No,No,No,2.819049301607259,C
3490,17,Female,Asian,Higher,17,3,No,No Support,No,No,No,No,2.866270213048479,C
3491,17,Female,Caucasian,Higher,14,26,Yes,High,Yes,No,No,Yes,2.860543623415974,C
3492,15,Female,Caucasian,Some College,13,12,No,Low,No,No,No,No,2.943220730677328,C
3493,18,Male,Caucasian,High School,8,7,No,High,Yes,Yes,No,No,3.642721143556897,A
3494,18,Female,Asian,Some College,11,10,No,High,No,No,No,No,3.039388942321977,B
3497,18,Male,Asian,High School,6,18,Yes,Moderate,No,No,No,No,2.9037659510847718,C
3498,16,Male,Other,No Education,20,22,No,Very High,Yes,No,No,No,3.8409534566004297,A
3499,17,Female,Caucasian,Bachelor’s,8,30,Yes,Very High,Yes,No,No,No,2.123138390189432,D
3500,18,Female,Caucasian,High School,17,4,Yes,Low,No,Yes,Yes,No,3.549621703084477,A
3502,17,Male,Caucasian,Bachelor’s,1,27,No,Moderate,Yes,Yes,No,Yes,2.685234418368044,C
3503,15,Female,Caucasian,Some College,0,28,No,Moderate,Yes,Yes,No,Yes,2.3220787574244857,D
3504,16,Male,African American,No Education,11,2,No,Low,Yes,No,Yes,No,3.545943174381467,A
3505,16,Female,Caucasian,High School,12,1,No,Moderate,No,No,No,No,3.507798765038995,A
3506,17,Male,Asian,High School,13,28,Yes,High,No,Yes,Yes,No,2.8940879489876234,C
3507,15,Female,Caucasian,High School,4,2,No,Moderate,Yes,No,No,Yes,3.1912719871455457,B
3508,16,Female,African American,Some College,2,14,No,Very High,No,No,No,No,3.818414321460632,A
3509,18,Male,Asian,Some College,3,6,No,High,Yes,No,No,No,3.2576626291960915,B
3512,15,Female,Asian,High School,10,10,No,No Support,No,No,No,No,3.0639332161804,B
3515,15,Male,African American,Higher,17,1,No,No Support,No,No,No,Yes,3.8283224283753223,A
3516,18,Male,Caucasian,Bachelor’s,17,19,No,Moderate,No,No,No,Yes,3.2854930147764465,B
3518,16,Male,Caucasian,Bachelor’s,4,20,No,High,No,No,No,No,3.1983398302860486,B
3519,16,Female,Caucasian,High School,20,28,Yes,Very High,Yes,Yes,No,No,3.9363907227210806,A
3522,16,Male,Caucasian,Bachelor’s,5,13,Yes,Moderate,No,No,No,No,3.4431548363965803,B
3523,18,Female,Other,No Education,13,23,No,High,Yes,No,No,Yes,2.7238054468890427,C
3526,18,Female,Caucasian,Higher,3,29,No,Very High,No,Yes,No,Yes,2.8326841404900858,C
3528,15,Male,Asian,Bachelor’s,0,21,No,Very High,Yes,Yes,Yes,Yes,2.499141354718873,D
3529,18,Female,African American,Some College,11,19,No,Moderate,Yes,No,No,No,2.3151624508203086,D
3530,15,Male,African American,Some College,8,29,No,High,No,No,No,No,2.720256888585901,C
3531,16,Male,Caucasian,Bachelor’s,9,20,Yes,Low,Yes,No,No,Yes,2.107913860432102,D
3532,16,Female,Other,Higher,20,25,No,No Support,No,Yes,No,No,2.5596340868195875,C
3533,18,Female,Asian,No Education,17,27,No,Very High,No,Yes,No,Yes,2.8211839961511447,C
3534,16,Female,Asian,Higher,16,14,No,Moderate,Yes,No,No,No,3.697670632769955,A
3537,17,Female,Asian,Some College,15,12,No,Very High,Yes,No,No,No,3.313379120269923,B
3540,17,Female,Caucasian,Some College,7,14,No,Moderate,Yes,No,No,No,3.8496999186044185,A
3541,15,Female,Other,Some College,6,23,No,Very High,No,No,No,No,2.19360031766838,D
3542,15,Female,Caucasian,No Education,9,23,No,Very High,No,No,No,Yes,3.448196562916506,B
3543,15,Male,Caucasian,High School,7,0,No,Moderate,No,Yes,No,No,2.9562705999287817,C
3545,16,Female,Asian,Bachelor’s,11,23,No,Moderate,Yes,Yes,No,No,2.9650622373879743,C
3546,15,Female,African American,Some College,13,26,No,High,No,No,No,Yes,3.441339152707738,B
3547,18,Female,Caucasian,High School,11,17,Yes,Very High,Yes,Yes,No,No,3.4477217256701325,B
3548,17,Female,Caucasian,Some College,1,25,No,Moderate,Yes,No,Yes,No,3.3654083762770406,B
3549,16,Male,Asian,Some College,11,25,Yes,High,No,Yes,Yes,Yes,2.2506167286308214,D
3550,17,Female,Other,Some College,13,28,No,Moderate,Yes,Yes,No,Yes,2.443132114735832,D
3553,15,Male,Other,No Education,20,25,Yes,Moderate,Yes,No,No,Yes,2.9725849389859227,C
3554,18,Male,Caucasian,Higher,3,4,No,No Support,No,No,No,No,2.27287294602441,D
3555,15,Male,African American,Some College,0,0,No,High,Yes,No,No,No,2.972522295583654,C
3556,16,Female,Caucasian,Bachelor’s,16,7,No,High,No,No,No,Yes,3.853737022732074,A
3559,18,Female,African American,High School,7,30,No,No Support,Yes,Yes,No,No,2.541905269386432,C
3560,16,Male,Caucasian,Some College,2,16,No,Moderate,No,No,No,No,3.658966461059804,A
3561,16,Female,Caucasian,No Education,9,14,No,High,Yes,No,No,No,3.0314107186193238,B
3562,18,Female,Caucasian,High School,1,3,No,Moderate,Yes,No,No,No,2.307660152975932,D
3563,18,Female,African American,No Education,3,12,No,High,No,Yes,Yes,Yes,3.832720544374991,A
3564,15,Male,Caucasian,High School,13,16,No,No Support,Yes,Yes,No,Yes,2.519235326108305,C
3565,16,Female,Caucasian,High School,10,12,No,Low,Yes,No,No,No,2.961284017784219,C
3566,18,Male,African American,Bachelor’s,13,24,Yes,No Support,Yes,Yes,No,No,3.008680432007496,B
3567,18,Male,African American,No Education,12,25,No,High,Yes,No,No,No,3.18389284435234,B
3568,16,Male,Asian,Bachelor’s,3,1,Yes,Moderate,Yes,Yes,No,Yes,2.516962256419509,C
3569,18,Female,African American,High School,1,23,No,Very High,Yes,No,Yes,Yes,2.863484081535095,C
3570,15,Male,Asian,Higher,1,3,Yes,Moderate,Yes,No,No,Yes,2.464064195161503,D
3571,16,Female,Other,Higher,10,24,No,Moderate,No,No,No,Yes,2.633681874747303,C
3573,15,Female,African American,Bachelor’s,8,11,No,Moderate,No,Yes,No,No,2.8307415682811983,C
3575,15,Female,Other,Higher,20,17,No,Very High,Yes,Yes,No,No,3.9606373477642447,A
3576,16,Female,Caucasian,Some College,16,9,No,No Support,Yes,Yes,Yes,No,2.9848290814424385,C
3577,15,Female,Caucasian,No Education,11,29,No,High,No,Yes,No,No,3.4238727706290017,B
3579,18,Female,Caucasian,No Education,2,10,No,Very High,No,Yes,No,No,3.2660668782099034,B
3580,16,Male,Other,Some College,4,0,Yes,Moderate,No,Yes,No,No,2.559804786802081,C
3581,16,Male,African American,Bachelor’s,20,27,No,Low,Yes,Yes,No,Yes,3.007690537056382,B
3584,16,Male,Caucasian,High School,15,25,No,High,No,No,No,No,3.9296137126058737,A
3585,17,Male,Caucasian,High School,18,14,No,Very High,Yes,No,No,No,3.004786522791118,B
3586,16,Female,African American,High School,8,13,Yes,No Support,Yes,No,No,Yes,2.4854224623979344,D
3588,16,Male,Caucasian,High School,6,14,No,Very High,Yes,No,Yes,No,2.640892561729743,C
3589,16,Female,Asian,Some College,9,15,No,Very High,Yes,Yes,Yes,No,2.8760306121458927,C
3590,17,Male,Caucasian,High School,3,27,No,High,No,Yes,No,Yes,3.245248688436705,B
3591,16,Male,Caucasian,High School,9,3,No,High,No,Yes,No,No,3.446875327362811,B
3593,17,Female,Caucasian,Some College,8,23,No,Very High,Yes,No,Yes,No,2.4101888264216624,D
3594,18,Male,Asian,Some College,12,28,Yes,Moderate,Yes,No,No,No,2.277554365521426,D
3596,18,Male,Caucasian,Some College,14,7,Yes,Moderate,No,Yes,Yes,Yes,3.7839650710826023,A
3597,17,Female,African American,High School,14,5,No,High,No,Yes,Yes,Yes,2.880147710689778,C
3598,15,Male,Asian,Some College,10,15,No,Moderate,No,Yes,No,No,2.4842623825877714,D
3599,17,Male,Caucasian,Bachelor’s,9,29,No,High,Yes,No,No,Yes,3.7442465189734895,A
3600,17,Male,Caucasian,No Education,6,30,No,Moderate,Yes,Yes,No,No,3.4031627423173627,B
3601,16,Male,Other,Some College,0,2,No,Moderate,Yes,No,Yes,No,3.856160753843621,A
3602,15,Female,African American,No Education,6,7,No,Low,Yes,Yes,No,Yes,3.652563245842365,A
3603,16,Female,Other,High School,4,28,Yes,Moderate,No,No,Yes,No,2.9830433137884804,C
3604,15,Male,Caucasian,Some College,15,4,No,No Support,No,No,Yes,No,3.1810316223245634,B
3605,17,Male,Asian,Higher,7,4,Yes,Moderate,No,Yes,Yes,No,3.199989065045188,B
3606,17,Male,Caucasian,Higher,1,11,No,No Support,No,Yes,Yes,No,2.191604359192418,D
3607,18,Male,Caucasian,No Education,7,24,No,Very High,No,Yes,Yes,Yes,3.990627264110629,A
3610,18,Female,Caucasian,High School,14,23,No,Moderate,Yes,No,Yes,No,2.8035728973245555,C
3611,18,Female,Caucasian,Bachelor’s,6,10,No,Low,No,Yes,No,Yes,3.342418223363427,B
3613,16,Female,Asian,Higher,7,2,No,High,No,Yes,No,No,2.779478174322352,C
3614,18,Female,Caucasian,No Education,10,7,No,Low,Yes,No,No,Yes,3.773921907371688,A
3615,16,Male,Caucasian,High School,1,0,No,Low,No,No,No,Yes,2.488145135152982,D
3616,18,Female,Caucasian,Bachelor’s,8,7,Yes,Very High,Yes,Yes,No,No,3.396164891217644,B
3617,16,Male,Caucasian,Bachelor’s,5,22,No,Moderate,No,No,No,No,3.2223060076932084,B
3618,17,Female,African American,Higher,0,19,Yes,No Support,Yes,No,No,No,2.460129470627653,D
3619,17,Female,Caucasian,No Education,2,10,No,No Support,Yes,No,Yes,Yes,3.6923237066273376,A
3620,17,Male,Asian,Some College,9,6,No,High,Yes,Yes,No,Yes,3.1024044047396675,B
3621,17,Male,Caucasian,Some College,4,25,No,High,Yes,No,No,Yes,2.107562418180056,D
3622,17,Female,Caucasian,No Education,11,29,No,Moderate,No,Yes,No,No,2.554343941138483,C
3623,18,Male,Asian,Some College,0,26,Yes,Low,No,Yes,Yes,Yes,3.123846447208626,B
3624,18,Female,Asian,Bachelor’s,8,15,No,Moderate,No,No,No,No,3.844849110679631,A
3625,18,Female,Caucasian,High School,20,6,No,Moderate,Yes,No,No,Yes,3.80861115993038,A
3627,16,Female,Caucasian,Bachelor’s,18,9,No,Moderate,No,No,No,Yes,2.9855765055011227,C
3630,17,Female,African American,High School,7,16,No,High,No,No,No,No,3.918143372402988,A
3631,17,Female,Other,High School,18,2,No,Very High,Yes,No,No,No,3.576797766676272,A
3632,17,Female,Caucasian,Higher,6,6,Yes,Moderate,No,Yes,No,No,3.0154286690983723,B
3633,15,Male,African American,Higher,3,10,No,Very High,No,Yes,No,No,3.951192485602453,A
3634,18,Male,Caucasian,No Education,9,12,Yes,Very High,Yes,No,No,No,2.807533898883193,C
3635,16,Female,Caucasian,Bachelor’s,0,4,No,Moderate,Yes,Yes,No,No,3.856185572653845,A
3636,16,Male,Caucasian,High School,16,24,No,Moderate,Yes,No,Yes,No,3.479365144781993,B
3638,16,Male,African American,High School,12,18,No,High,No,No,Yes,No,3.549637891187285,A
3640,18,Female,African American,Bachelor’s,12,0,No,High,Yes,No,No,No,3.3201221753861008,B
3641,17,Female,Caucasian,Bachelor’s,8,4,No,Moderate,No,No,No,Yes,2.952116132331944,C
3642,18,Male,Caucasian,Higher,4,29,No,Moderate,Yes,Yes,No,No,2.7401073182081213,C
3643,15,Female,Other,Bachelor’s,0,30,No,Moderate,Yes,No,Yes,No,2.1528108283237324,D
3644,15,Female,Caucasian,Some College,1,12,No,Very High,No,No,No,No,3.1725782787783063,B
3645,15,Male,African American,Bachelor’s,10,9,No,Very High,Yes,Yes,No,Yes,3.1867320107453194,B
3646,17,Female,Asian,Higher,3,28,No,No Support,Yes,No,Yes,No,2.287645305524728,D
3647,16,Female,Asian,Bachelor’s,8,4,Yes,High,No,No,No,Yes,2.966809333543281,C
3649,17,Female,Asian,Higher,4,29,No,Moderate,Yes,Yes,No,Yes,3.4822327495739334,B
3651,18,Male,Asian,Bachelor’s,1,9,No,High,Yes,Yes,No,No,3.126127711967144,B
3652,15,Male,Caucasian,Higher,6,17,Yes,Moderate,Yes,Yes,Yes,No,3.242023565567981,B
3653,18,Female,Caucasian,Higher,16,26,No,Moderate,No,Yes,No,Yes,3.242347531308263,B
3656,15,Male,Caucasian,Bachelor’s,2,19,No,No Support,Yes,No,No,Yes,2.230285415513568,D
3657,17,Male,Caucasian,High School,12,2,No,Low,Yes,Yes,Yes,Yes,3.1263736178711663,B
3658,18,Female,Caucasian,Bachelor’s,17,18,No,High,Yes,Yes,No,No,2.7930585791681857,C
3659,17,Male,Other,High School,19,18,No,High,Yes,No,Yes,No,3.0555782458585607,B
3661,16,Female,African American,Some College,2,16,No,High,Yes,Yes,No,No,2.375140589862462,D
3662,16,Male,African American,Some College,1,30,No,Very High,No,No,No,No,2.174787835962434,D
3663,16,Male,Caucasian,Some College,4,15,No,Very High,No,Yes,Yes,Yes,2.4166582254674487,D
3665,16,Male,Other,High School,4,9,Yes,Low,Yes,Yes,Yes,No,2.247450077033417,D
3666,15,Female,Caucasian,High School,12,20,No,Moderate,Yes,No,No,No,2.9536214396920992,C
3667,18,Male,Caucasian,No Education,7,15,Yes,High,Yes,Yes,No,Yes,2.866309343678836,C
3668,18,Male,Caucasian,High School,15,4,No,Very High,Yes,Yes,No,Yes,3.09660537777803,B
3670,17,Female,Caucasian,Bachelor’s,15,30,No,Moderate,Yes,Yes,No,No,2.727214927648308,C
3671,17,Male,African American,High School,0,2,Yes,High,Yes,No,No,Yes,3.394550169757709,B
3672,18,Female,Caucasian,High School,7,27,No,Moderate,Yes,No,No,No,2.95521299485751,C
3674,17,Male,Caucasian,High School,1,1,Yes,Very High,No,Yes,No,Yes,3.44052145618506,B
3675,17,Male,Caucasian,Higher,4,20,No,High,No,Yes,No,No,3.08765878764146,B
3678,16,Male,Caucasian,High School,2,17,Yes,No Support,Yes,Yes,No,No,3.0540745406647205,B
3679,17,Female,African American,Some College,6,1,No,No Support,Yes,Yes,No,No,3.244459045746449,B
3680,17,Female,Asian,No Education,3,23,Yes,No Support,Yes,Yes,No,No,2.499209011787591,D
3682,17,Female,Caucasian,High School,11,2,Yes,Low,Yes,Yes,No,No,3.994070426632075,A
3683,18,Male,Caucasian,Bachelor’s,14,20,No,Low,No,Yes,Yes,Yes,3.0407731804019718,B
3684,15,Female,Caucasian,Some College,5,2,No,Moderate,Yes,No,Yes,Yes,3.111773624959502,B
3685,16,Female,African American,No Education,0,26,No,Moderate,Yes,No,Yes,No,3.456297286729006,B
3687,17,Female,Asian,Some College,13,2,No,No Support,Yes,No,No,Yes,3.053551396295803,B
3688,16,Male,Asian,Some College,6,16,No,Very High,Yes,No,Yes,Yes,2.8543433438149464,C
3689,15,Female,Caucasian,High School,9,13,No,Low,No,No,No,Yes,3.947377339624932,A
3690,18,Male,Caucasian,Some College,8,6,No,Very High,Yes,No,No,No,3.991658377519151,A
3691,18,Male,African American,Higher,1,21,Yes,Moderate,Yes,No,No,No,2.391505674467553,D
3692,15,Female,Caucasian,No Education,7,20,No,High,Yes,No,No,No,2.8284206068067776,C
3693,18,Female,Caucasian,High School,0,5,No,Moderate,No,No,Yes,Yes,2.807815329283675,C
3694,18,Female,Asian,High School,19,7,No,High,Yes,Yes,Yes,No,3.462590393287636,B
3695,18,Male,Caucasian,High School,1,18,Yes,High,No,No,No,Yes,2.932337456873156,C
3696,16,Female,Other,Some College,6,18,Yes,No Support,No,No,No,Yes,3.3911412875327342,B
3697,18,Female,Asian,Bachelor’s,15,11,Yes,No Support,Yes,No,No,No,3.698119897011661,A
3698,18,Male,Asian,Higher,3,4,No,Very High,Yes,Yes,No,Yes,3.791883899305765,A
