Age,Gender,Ethnicity,Parental_Education,Weekly_Study_Time,Absences,Tutoring,Parental_Support,Extracurricular_Activity,Sports,Music,Volunteering,GPA,Grade_Class,Is_Child,Study_Efficiency,Absence_Rate,Absence_Rate_Category,Total_Activities,Absence_Impact,Study_Impact
15,Male,Asian,Higher,2,12,No,Moderate,No,No,No,No,2.08,D,1,0.16666666666666666,0.4,Medium,0,0.17333333333333334,4.16
18,Male,Other,Higher,8,5,No,Moderate,Yes,Yes,Yes,No,3.46,B,0,1.6,0.16666666666666666,Low,3,0.692,27.68
15,Male,Caucasian,No Education,18,25,No,Moderate,Yes,No,No,No,2.58,C,1,0.72,0.8333333333333334,High,1,0.1032,46.44
16,Male,African American,No Education,4,0,No,High,Yes,No,No,No,3.56,A,1,0.0,0.0,Low,1,356.0,14.24
17,Male,Caucasian,Bachelor’s,19,9,No,High,Yes,No,Yes,No,3.62,A,1,2.111111111111111,0.3,Low,2,0.40222222222222226,68.78
15,Female,Caucasian,Higher,11,1,No,Low,Yes,No,No,No,3.68,A,1,11.0,0.03333333333333333,Low,1,3.68,40.480000000000004
17,Female,African American,High School,7,30,Yes,Moderate,No,Yes,No,No,3.72,A,1,0.23333333333333334,1.0,High,1,0.12400000000000001,26.040000000000003
16,Male,Caucasian,Bachelor’s,2,15,No,High,Yes,Yes,No,No,3.54,A,1,0.13333333333333333,0.5,Medium,2,0.23600000000000002,7.08
18,Male,Caucasian,Some College,10,15,Yes,Low,Yes,No,No,Yes,3.86,A,0,0.6666666666666666,0.5,Medium,2,0.2573333333333333,38.6
18,Female,Asian,High School,7,29,No,High,Yes,Yes,No,No,2.86,C,0,0.2413793103448276,0.9666666666666667,High,2,0.09862068965517241,20.02
16,Male,African American,Some College,12,22,No,Very High,Yes,No,No,Yes,3.26,B,1,0.5454545454545454,0.7333333333333333,High,2,0.14818181818181816,39.12
17,Female,Asian,Some College,9,25,No,High,No,No,Yes,Yes,2.51,C,1,0.36,0.8333333333333334,High,2,0.10039999999999999,22.589999999999996
16,Female,Caucasian,Some College,17,15,No,Low,Yes,Yes,Yes,No,3.48,B,1,1.1333333333333333,0.5,Medium,3,0.232,59.16
16,Female,African American,Higher,10,14,Yes,No Support,Yes,No,No,No,2.8,C,1,0.7142857142857143,0.4666666666666667,Medium,1,0.19999999999999998,28.0
16,Male,Caucasian,Some College,9,8,No,Very High,Yes,Yes,No,Yes,3.33,B,1,1.125,0.26666666666666666,Low,3,0.41625,29.97
17,Female,Caucasian,Some College,2,29,No,High,No,No,No,No,2.95,C,1,0.06896551724137931,0.9666666666666667,High,0,0.10172413793103449,5.9
15,Female,Caucasian,Higher,6,0,No,High,Yes,No,Yes,No,2.99,C,1,0.0,0.0,Low,2,299.0,17.94
15,Female,Caucasian,High School,3,8,No,Very High,Yes,No,No,No,3.95,A,1,0.375,0.26666666666666666,Low,1,0.49375,11.850000000000001
16,Female,Other,High School,7,10,No,Low,Yes,No,No,Yes,3.8,A,1,0.7,0.3333333333333333,Low,2,0.38,26.599999999999998
15,Female,Caucasian,Bachelor’s,7,4,Yes,High,Yes,No,No,Yes,3.85,A,1,1.75,0.13333333333333333,Low,2,0.9625,26.95
15,Female,Asian,High School,5,5,No,Low,Yes,No,No,Yes,3.23,B,1,1.0,0.16666666666666666,Low,2,0.646,16.15
16,Male,Other,Bachelor’s,12,29,No,No Support,Yes,No,No,Yes,2.71,C,1,0.41379310344827586,0.9666666666666667,High,2,0.09344827586206897,32.519999999999996
16,Male,Caucasian,High School,11,7,No,Low,No,No,No,Yes,3.28,B,1,1.5714285714285714,0.23333333333333334,Low,1,0.4685714285714285,36.08
18,Male,African American,No Education,2,14,No,Very High,Yes,Yes,No,No,2.31,D,0,0.14285714285714285,0.4666666666666667,Medium,2,0.165,4.62
15,Female,Caucasian,Some College,5,26,Yes,Moderate,No,Yes,No,Yes,3.08,B,1,0.19230769230769232,0.8666666666666667,High,2,0.11846153846153847,15.4
17,Female,Caucasian,High School,18,15,No,No Support,No,No,No,Yes,3.6,A,1,1.2,0.5,Medium,1,0.24000000000000002,64.8
18,Female,Other,Bachelor’s,3,17,Yes,Low,Yes,Yes,No,No,2.3,D,0,0.17647058823529413,0.5666666666666667,Medium,2,0.13529411764705881,6.8999999999999995
17,Female,Caucasian,Higher,14,11,No,No Support,No,No,Yes,Yes,3.24,B,1,1.2727272727272727,0.36666666666666664,Medium,2,0.29454545454545455,45.36
15,Male,African American,Bachelor’s,1,22,No,High,No,Yes,Yes,No,3.49,B,1,0.045454545454545456,0.7333333333333333,High,2,0.15863636363636366,3.49
17,Female,Caucasian,Bachelor’s,1,24,No,High,Yes,Yes,Yes,No,3.18,B,1,0.041666666666666664,0.8,High,3,0.1325,3.18
16,Male,African American,Bachelor’s,6,21,No,No Support,Yes,Yes,No,No,2.55,C,1,0.2857142857142857,0.7,High,2,0.12142857142857141,15.299999999999999
15,Female,African American,Bachelor’s,15,15,No,Low,Yes,No,No,No,3.59,A,1,1.0,0.5,Medium,1,0.23933333333333331,53.849999999999994
17,Female,African American,Some College,4,22,No,High,Yes,Yes,No,No,2.36,D,1,0.18181818181818182,0.7333333333333333,High,2,0.10727272727272727,9.44
15,Female,Asian,Bachelor’s,18,21,Yes,Moderate,Yes,No,No,No,2.74,C,1,0.8571428571428571,0.7,High,1,0.1304761904761905,49.32000000000001
18,Female,Caucasian,High School,1,26,No,High,Yes,No,No,Yes,2.45,D,0,0.038461538461538464,0.8666666666666667,High,2,0.09423076923076924,2.45
16,Male,Caucasian,High School,14,23,No,High,No,No,No,Yes,3.97,A,1,0.6086956521739131,0.7666666666666667,High,1,0.17260869565217393,55.580000000000005
17,Male,Caucasian,Bachelor’s,3,21,No,High,Yes,Yes,No,No,3.83,A,1,0.14285714285714285,0.7,High,2,0.1823809523809524,11.49
15,Female,Caucasian,High School,1,6,No,Very High,Yes,Yes,No,No,3.71,A,1,0.16666666666666666,0.2,Low,2,0.6183333333333333,3.71
15,Male,Caucasian,No Education,9,23,No,Low,Yes,Yes,Yes,Yes,2.3,D,1,0.391304347826087,0.7666666666666667,High,4,0.09999999999999999,20.7
17,Male,Caucasian,No Education,4,14,Yes,Low,Yes,No,No,Yes,3.17,B,1,0.2857142857142857,0.4666666666666667,Medium,2,0.22642857142857142,12.68
15,Male,Caucasian,Bachelor’s,17,16,No,High,No,Yes,Yes,No,3.79,A,1,1.0625,0.5333333333333333,Medium,2,0.236875,64.43
18,Male,Other,Some College,3,14,No,Moderate,Yes,Yes,No,Yes,3.91,A,0,0.21428571428571427,0.4666666666666667,Medium,3,0.2792857142857143,11.73
18,Female,Caucasian,Bachelor’s,0,9,No,Moderate,Yes,No,Yes,Yes,3.66,A,0,0.0,0.3,Low,3,0.4066666666666667,0.0366
18,Male,Other,Some College,17,27,Yes,High,No,No,Yes,No,2.54,C,0,0.6296296296296297,0.9,High,1,0.09407407407407407,43.18
18,Male,Caucasian,Some College,19,3,Yes,Moderate,Yes,No,No,No,3.65,A,0,6.333333333333333,0.1,Low,1,1.2166666666666666,69.35
15,Male,African American,Some College,5,21,Yes,Low,Yes,Yes,No,Yes,3.55,A,1,0.23809523809523808,0.7,High,3,0.16904761904761903,17.75
17,Female,Caucasian,Some College,19,3,Yes,Very High,Yes,Yes,No,No,4.0,A,1,6.333333333333333,0.1,Low,2,1.3333333333333333,76.0
17,Male,Caucasian,Higher,13,21,No,No Support,No,No,Yes,Yes,3.4,B,1,0.6190476190476191,0.7,High,2,0.1619047619047619,44.199999999999996
17,Female,Caucasian,Higher,9,22,No,High,Yes,No,No,No,2.76,C,1,0.4090909090909091,0.7333333333333333,High,1,0.12545454545454546,24.839999999999996
16,Female,Caucasian,Bachelor’s,17,28,Yes,Moderate,No,Yes,No,No,2.39,D,1,0.6071428571428571,0.9333333333333333,High,1,0.08535714285714287,40.63
17,Male,Other,Higher,8,21,Yes,Moderate,No,No,No,No,3.73,A,1,0.38095238095238093,0.7,High,0,0.17761904761904762,29.84
16,Female,Asian,Some College,11,10,Yes,Low,No,No,No,No,3.93,A,1,1.1,0.3333333333333333,Low,0,0.393,43.230000000000004
16,Male,Caucasian,Some College,9,3,No,Low,Yes,No,No,No,2.62,C,1,3.0,0.1,Low,1,0.8733333333333334,23.580000000000002
18,Female,Caucasian,Bachelor’s,20,11,No,High,Yes,Yes,No,No,3.31,B,0,1.8181818181818181,0.36666666666666664,Medium,2,0.3009090909090909,66.2
15,Male,Caucasian,Higher,5,22,No,Very High,Yes,No,Yes,No,3.34,B,1,0.22727272727272727,0.7333333333333333,High,2,0.15181818181818182,16.7
18,Female,Caucasian,Higher,7,13,Yes,Very High,No,No,Yes,No,3.24,B,0,0.5384615384615384,0.43333333333333335,Medium,1,0.24923076923076926,22.68
16,Male,African American,High School,13,17,No,Moderate,Yes,Yes,No,Yes,3.43,B,1,0.7647058823529411,0.5666666666666667,Medium,3,0.20176470588235296,44.59
15,Male,Caucasian,Bachelor’s,10,5,Yes,Low,Yes,No,No,Yes,3.84,A,1,2.0,0.16666666666666666,Low,2,0.768,38.4
15,Male,African American,Bachelor’s,19,1,No,High,Yes,Yes,Yes,No,3.95,A,1,19.0,0.03333333333333333,Low,3,3.95,75.05
18,Female,Caucasian,High School,5,24,No,Very High,No,Yes,No,No,3.27,B,0,0.20833333333333334,0.8,High,1,0.13625,16.35
18,Female,Caucasian,High School,13,13,No,Low,No,No,No,No,3.36,B,0,1.0,0.43333333333333335,Medium,0,0.25846153846153846,43.68
18,Female,Other,Higher,1,22,No,Low,No,Yes,No,No,2.49,D,0,0.045454545454545456,0.7333333333333333,High,1,0.11318181818181819,2.49
16,Male,Asian,Some College,7,10,No,High,Yes,No,No,Yes,3.8,A,1,0.7,0.3333333333333333,Low,2,0.38,26.599999999999998
18,Female,Other,Some College,13,21,Yes,Low,Yes,No,No,No,2.52,C,0,0.6190476190476191,0.7,High,1,0.12,32.76
15,Male,Caucasian,Bachelor’s,4,22,No,High,Yes,Yes,No,Yes,3.83,A,1,0.18181818181818182,0.7333333333333333,High,3,0.1740909090909091,15.32
17,Female,Asian,No Education,8,3,No,Low,Yes,No,No,Yes,2.93,C,1,2.6666666666666665,0.1,Low,2,0.9766666666666667,23.44
15,Male,Other,Bachelor’s,12,12,No,Low,Yes,Yes,No,No,2.74,C,1,1.0,0.4,Medium,2,0.22833333333333336,32.88
15,Female,Other,Higher,13,25,No,No Support,Yes,Yes,No,No,3.93,A,1,0.52,0.8333333333333334,High,2,0.1572,51.09
18,Female,Caucasian,No Education,4,28,Yes,Low,Yes,Yes,No,No,2.73,C,0,0.14285714285714285,0.9333333333333333,High,2,0.0975,10.92
15,Male,Other,Higher,1,7,No,Moderate,Yes,No,No,No,2.63,C,1,0.14285714285714285,0.23333333333333334,Low,1,0.3757142857142857,2.63
15,Female,Caucasian,Bachelor’s,6,7,No,Moderate,Yes,Yes,Yes,No,2.98,C,1,0.8571428571428571,0.23333333333333334,Low,3,0.4257142857142857,17.88
18,Female,Asian,High School,10,22,No,Moderate,Yes,No,No,No,2.79,C,0,0.45454545454545453,0.7333333333333333,High,1,0.12681818181818183,27.9
18,Male,African American,Bachelor’s,11,9,No,Very High,Yes,No,Yes,Yes,2.86,C,0,1.2222222222222223,0.3,Low,3,0.31777777777777777,31.459999999999997
18,Male,African American,Bachelor’s,0,5,No,Low,Yes,Yes,No,No,3.15,B,0,0.0,0.16666666666666666,Low,2,0.63,0.0315
18,Female,Caucasian,Higher,3,11,No,Low,Yes,No,No,No,3.75,A,0,0.2727272727272727,0.36666666666666664,Medium,1,0.3409090909090909,11.25
16,Male,Caucasian,High School,3,25,Yes,No Support,No,Yes,No,Yes,2.67,C,1,0.12,0.8333333333333334,High,2,0.10679999999999999,8.01
16,Female,Caucasian,Some College,14,22,No,Moderate,Yes,No,No,No,3.78,A,1,0.6363636363636364,0.7333333333333333,High,1,0.17181818181818181,52.919999999999995
16,Male,Caucasian,Bachelor’s,2,5,Yes,Moderate,No,No,Yes,No,3.69,A,1,0.4,0.16666666666666666,Low,1,0.738,7.38
17,Male,Caucasian,Higher,20,30,No,Low,Yes,No,No,No,2.71,C,1,0.6666666666666666,1.0,High,1,0.09033333333333333,54.2
15,Female,Asian,Some College,1,4,No,Very High,No,No,No,Yes,2.33,D,1,0.25,0.13333333333333333,Low,1,0.5825,2.33
18,Male,Asian,No Education,5,24,No,Moderate,No,No,Yes,No,2.75,C,0,0.20833333333333334,0.8,High,1,0.11458333333333333,13.75
16,Male,African American,Higher,7,8,No,High,No,No,No,Yes,3.94,A,1,0.875,0.26666666666666666,Low,1,0.4925,27.58
15,Male,Caucasian,Some College,16,27,No,High,Yes,No,No,No,2.59,C,1,0.5925925925925926,0.9,High,1,0.09592592592592591,41.44
15,Male,African American,Bachelor’s,4,27,No,High,Yes,No,No,Yes,2.81,C,1,0.14814814814814814,0.9,High,2,0.10407407407407408,11.24
17,Female,Caucasian,Some College,1,21,Yes,Moderate,Yes,Yes,No,Yes,2.4,D,1,0.047619047619047616,0.7,High,3,0.11428571428571428,2.4
17,Female,Asian,Bachelor’s,11,28,No,High,Yes,No,No,Yes,3.74,A,1,0.39285714285714285,0.9333333333333333,High,2,0.1335714285714286,41.14
15,Female,Caucasian,Some College,8,22,No,High,Yes,No,Yes,No,3.31,B,1,0.36363636363636365,0.7333333333333333,High,2,0.15045454545454545,26.48
15,Female,African American,Some College,0,6,Yes,No Support,No,No,No,Yes,3.54,A,1,0.0,0.2,Low,1,0.59,0.0354
15,Male,Caucasian,High School,5,30,No,Very High,No,Yes,No,No,2.81,C,1,0.16666666666666666,1.0,High,1,0.09366666666666666,14.05
17,Male,Asian,No Education,10,11,Yes,High,Yes,Yes,Yes,Yes,2.91,C,1,0.9090909090909091,0.36666666666666664,Medium,4,0.2645454545454546,29.1
16,Female,Other,Bachelor’s,2,6,Yes,Low,Yes,Yes,Yes,No,2.62,C,1,0.3333333333333333,0.2,Low,3,0.4366666666666667,5.24
18,Female,Caucasian,Bachelor’s,14,30,Yes,Moderate,No,Yes,Yes,No,2.94,C,0,0.4666666666666667,1.0,High,2,0.098,41.16
16,Male,Caucasian,Some College,10,9,No,Moderate,No,No,No,No,3.89,A,1,1.1111111111111112,0.3,Low,0,0.43222222222222223,38.9
18,Male,Other,Some College,4,7,No,Moderate,Yes,No,No,No,3.33,B,0,0.5714285714285714,0.23333333333333334,Low,1,0.4757142857142857,13.32
15,Male,African American,High School,15,16,Yes,High,No,No,No,No,3.55,A,1,0.9375,0.5333333333333333,Medium,0,0.221875,53.25
18,Female,African American,No Education,6,14,No,High,No,No,No,No,3.66,A,0,0.42857142857142855,0.4666666666666667,Medium,0,0.26142857142857145,21.96
17,Male,Caucasian,Bachelor’s,8,8,No,High,Yes,No,No,No,3.4,B,1,1.0,0.26666666666666666,Low,1,0.425,27.2
16,Female,Asian,Higher,6,30,No,High,No,No,Yes,No,2.85,C,1,0.2,1.0,High,1,0.095,17.1
16,Female,Caucasian,Some College,2,22,Yes,High,Yes,No,No,No,3.07,B,1,0.09090909090909091,0.7333333333333333,High,1,0.13954545454545453,6.14
15,Male,Caucasian,Bachelor’s,10,10,No,High,Yes,No,No,No,3.79,A,1,1.0,0.3333333333333333,Low,1,0.379,37.9
16,Male,Asian,Some College,11,27,No,Very High,Yes,No,Yes,Yes,2.3,D,1,0.4074074074074074,0.9,High,3,0.08518518518518518,25.299999999999997
15,Female,Caucasian,Some College,10,17,Yes,Low,No,No,No,No,3.29,B,1,0.5882352941176471,0.5666666666666667,Medium,0,0.1935294117647059,32.9
17,Female,African American,High School,1,16,No,Very High,Yes,No,No,No,3.73,A,1,0.0625,0.5333333333333333,Medium,1,0.233125,3.73
17,Female,Asian,Higher,0,23,No,High,Yes,No,No,No,3.18,B,1,0.0,0.7666666666666667,High,1,0.1382608695652174,0.0318
18,Male,Asian,No Education,1,8,No,Low,Yes,No,No,No,2.02,D,0,0.125,0.26666666666666666,Low,1,0.2525,2.02
17,Female,Other,High School,13,9,No,High,Yes,No,No,No,3.84,A,1,1.4444444444444444,0.3,Low,1,0.42666666666666664,49.92
16,Female,Caucasian,Bachelor’s,4,29,No,Very High,Yes,No,No,No,2.94,C,1,0.13793103448275862,0.9666666666666667,High,1,0.10137931034482758,11.76
17,Female,Caucasian,No Education,1,10,No,Very High,Yes,Yes,No,Yes,3.55,A,1,0.1,0.3333333333333333,Low,3,0.355,3.55
18,Female,Asian,Higher,18,21,No,Moderate,No,No,No,Yes,2.7,C,0,0.8571428571428571,0.7,High,1,0.1285714285714286,48.6
16,Male,Caucasian,Some College,16,14,Yes,Very High,Yes,No,Yes,No,3.27,B,1,1.1428571428571428,0.4666666666666667,Medium,2,0.23357142857142857,52.32
18,Female,African American,No Education,10,1,No,High,No,Yes,Yes,No,3.94,A,0,10.0,0.03333333333333333,Low,2,3.94,39.4
17,Male,African American,Some College,15,26,No,High,No,Yes,No,Yes,3.87,A,1,0.5769230769230769,0.8666666666666667,High,2,0.14884615384615385,58.050000000000004
18,Male,Caucasian,High School,19,20,No,Moderate,Yes,No,Yes,No,2.65,C,0,0.95,0.6666666666666666,Medium,2,0.1325,50.35
16,Male,Other,Bachelor’s,17,27,No,Low,Yes,No,No,Yes,3.06,B,1,0.6296296296296297,0.9,High,2,0.11333333333333334,52.02
18,Female,Caucasian,Some College,7,23,Yes,Low,Yes,No,No,No,3.44,B,0,0.30434782608695654,0.7666666666666667,High,1,0.14956521739130435,24.08
18,Female,Other,No Education,1,23,No,Moderate,No,No,No,No,2.46,D,0,0.043478260869565216,0.7666666666666667,High,0,0.10695652173913044,2.46
16,Female,Caucasian,Bachelor’s,16,13,Yes,Very High,Yes,Yes,Yes,Yes,3.16,B,1,1.2307692307692308,0.43333333333333335,Medium,4,0.24307692307692308,50.56
16,Female,Caucasian,Bachelor’s,10,4,No,Very High,Yes,No,No,Yes,3.55,A,1,2.5,0.13333333333333333,Low,2,0.8875,35.5
18,Male,African American,Bachelor’s,13,26,No,Low,No,No,No,No,2.28,D,0,0.5,0.8666666666666667,High,0,0.08769230769230768,29.639999999999997
16,Male,Asian,Higher,14,25,No,Moderate,Yes,Yes,No,No,3.91,A,1,0.56,0.8333333333333334,High,2,0.1564,54.74
15,Female,Asian,High School,2,21,Yes,Very High,Yes,No,No,Yes,3.81,A,1,0.09523809523809523,0.7,High,2,0.18142857142857144,7.62
15,Male,Caucasian,No Education,6,28,No,High,Yes,No,No,No,3.02,B,1,0.21428571428571427,0.9333333333333333,High,1,0.10785714285714286,18.12
17,Male,Asian,Bachelor’s,11,14,No,High,Yes,No,Yes,Yes,2.49,D,1,0.7857142857142857,0.4666666666666667,Medium,3,0.17785714285714288,27.39
18,Female,Asian,Higher,2,28,No,Low,Yes,No,No,Yes,2.52,C,0,0.07142857142857142,0.9333333333333333,High,2,0.09,5.04
18,Male,Caucasian,High School,9,9,No,Moderate,No,No,No,Yes,3.01,B,0,1.0,0.3,Low,1,0.33444444444444443,27.089999999999996
16,Female,Other,High School,7,27,No,Low,No,No,No,No,3.5,B,1,0.25925925925925924,0.9,High,0,0.12962962962962962,24.5
17,Female,Asian,Higher,15,18,No,Moderate,Yes,No,Yes,No,3.56,A,1,0.8333333333333334,0.6,Medium,2,0.19777777777777777,53.4
16,Male,Asian,High School,11,8,No,Moderate,Yes,Yes,No,Yes,3.62,A,1,1.375,0.26666666666666666,Low,3,0.4525,39.82
17,Female,African American,Bachelor’s,4,20,Yes,Very High,No,No,No,No,3.41,B,1,0.2,0.6666666666666666,Medium,0,0.1705,13.64
16,Female,African American,High School,19,25,No,Moderate,Yes,Yes,No,Yes,3.58,A,1,0.76,0.8333333333333334,High,3,0.1432,68.02
15,Female,African American,Bachelor’s,5,9,No,Moderate,No,No,Yes,Yes,2.5,C,1,0.5555555555555556,0.3,Low,2,0.2777777777777778,12.5
17,Female,Caucasian,Higher,5,3,No,Very High,No,Yes,No,No,3.1,B,1,1.6666666666666667,0.1,Low,1,1.0333333333333334,15.5
17,Male,Asian,Some College,7,21,Yes,Moderate,No,Yes,No,No,2.42,D,1,0.3333333333333333,0.7,High,1,0.11523809523809524,16.939999999999998
16,Male,African American,Some College,16,29,No,No Support,Yes,No,No,No,2.12,D,1,0.5517241379310345,0.9666666666666667,High,1,0.07310344827586207,33.92
17,Male,African American,Bachelor’s,11,3,Yes,Moderate,Yes,No,No,Yes,3.09,B,1,3.6666666666666665,0.1,Low,2,1.03,33.989999999999995
16,Female,Caucasian,Bachelor’s,1,5,No,Moderate,No,No,Yes,No,3.21,B,1,0.2,0.16666666666666666,Low,1,0.642,3.21
16,Male,Caucasian,Bachelor’s,18,25,No,Moderate,Yes,No,No,Yes,2.65,C,1,0.72,0.8333333333333334,High,2,0.106,47.699999999999996
16,Female,Caucasian,High School,5,7,No,Low,Yes,Yes,Yes,No,3.62,A,1,0.7142857142857143,0.23333333333333334,Low,3,0.5171428571428571,18.1
15,Female,Caucasian,Bachelor’s,17,15,No,Moderate,No,No,No,No,3.55,A,1,1.1333333333333333,0.5,Medium,0,0.23666666666666666,60.349999999999994
16,Male,Caucasian,High School,3,7,Yes,Low,Yes,Yes,No,No,2.64,C,1,0.42857142857142855,0.23333333333333334,Low,2,0.37714285714285717,7.92
18,Male,Other,Higher,4,27,No,High,Yes,No,Yes,Yes,3.63,A,0,0.14814814814814814,0.9,High,3,0.13444444444444445,14.52
17,Female,Caucasian,High School,5,15,No,High,No,No,No,No,2.55,C,1,0.3333333333333333,0.5,Medium,0,0.16999999999999998,12.75
18,Female,Caucasian,Bachelor’s,14,5,Yes,High,No,Yes,No,No,3.15,B,0,2.8,0.16666666666666666,Low,1,0.63,44.1
15,Male,African American,High School,5,16,No,Low,Yes,Yes,Yes,No,2.33,D,1,0.3125,0.5333333333333333,Medium,3,0.145625,11.65
18,Male,African American,High School,7,28,Yes,Low,No,No,No,No,3.53,A,0,0.25,0.9333333333333333,High,0,0.12607142857142856,24.709999999999997
16,Female,Caucasian,Higher,1,17,Yes,Moderate,Yes,Yes,No,Yes,2.04,D,1,0.058823529411764705,0.5666666666666667,Medium,3,0.12,2.04
18,Male,Caucasian,High School,15,16,No,Moderate,Yes,No,No,Yes,3.94,A,0,0.9375,0.5333333333333333,Medium,2,0.24625,59.1
15,Male,Asian,Bachelor’s,0,27,No,Very High,No,No,No,No,3.58,A,1,0.0,0.9,High,0,0.1325925925925926,0.0358
17,Male,Caucasian,Some College,0,11,Yes,Very High,Yes,No,No,No,3.8,A,1,0.0,0.36666666666666664,Medium,1,0.34545454545454546,0.038
18,Female,Caucasian,Some College,0,5,No,Very High,Yes,No,Yes,No,3.73,A,0,0.0,0.16666666666666666,Low,2,0.746,0.0373
16,Male,African American,Some College,6,6,Yes,High,Yes,Yes,Yes,No,3.81,A,1,1.0,0.2,Low,3,0.635,22.86
15,Male,Caucasian,High School,15,30,No,No Support,Yes,No,No,No,3.01,B,1,0.5,1.0,High,1,0.10033333333333333,45.15
15,Male,Caucasian,Bachelor’s,15,16,No,No Support,No,Yes,No,No,3.15,B,1,0.9375,0.5333333333333333,Medium,1,0.196875,47.25
16,Male,Asian,Higher,5,20,Yes,High,No,No,No,No,2.62,C,1,0.25,0.6666666666666666,Medium,0,0.131,13.100000000000001
18,Female,Caucasian,Bachelor’s,2,27,No,High,Yes,No,No,No,3.13,B,0,0.07407407407407407,0.9,High,1,0.11592592592592592,6.26
16,Male,Asian,No Education,7,26,No,Moderate,No,No,Yes,Yes,2.57,C,1,0.2692307692307692,0.8666666666666667,High,2,0.09884615384615383,17.99
16,Female,Caucasian,Higher,3,29,Yes,Moderate,Yes,Yes,Yes,No,2.7,C,1,0.10344827586206896,0.9666666666666667,High,3,0.09310344827586207,8.100000000000001
18,Female,Asian,High School,3,10,No,Very High,Yes,No,No,No,2.9,C,0,0.3,0.3333333333333333,Low,1,0.29,8.7
16,Female,Caucasian,Bachelor’s,16,19,No,High,No,Yes,Yes,No,3.39,B,1,0.8421052631578947,0.6333333333333333,Medium,2,0.17842105263157895,54.24
17,Male,Caucasian,Higher,4,17,No,Moderate,Yes,No,No,No,3.85,A,1,0.23529411764705882,0.5666666666666667,Medium,1,0.22647058823529412,15.4
15,Female,African American,Some College,13,15,No,High,Yes,Yes,No,No,2.98,C,1,0.8666666666666667,0.5,Medium,2,0.19866666666666666,38.74
15,Female,Other,Some College,11,27,No,Moderate,Yes,No,No,Yes,2.42,D,1,0.4074074074074074,0.9,High,2,0.08962962962962963,26.619999999999997
15,Female,Caucasian,No Education,12,12,No,Low,No,Yes,No,Yes,2.98,C,1,1.0,0.4,Medium,2,0.24833333333333332,35.76
18,Male,Caucasian,Bachelor’s,17,8,No,Moderate,No,No,No,No,2.98,C,0,2.125,0.26666666666666666,Low,0,0.3725,50.66
15,Female,African American,No Education,13,18,Yes,Moderate,No,Yes,No,No,3.91,A,1,0.7222222222222222,0.6,Medium,1,0.21722222222222223,50.83
15,Male,Caucasian,Bachelor’s,18,6,Yes,Moderate,Yes,No,Yes,No,3.11,B,1,3.0,0.2,Low,2,0.5183333333333333,55.98
15,Female,Caucasian,No Education,6,28,No,Moderate,No,Yes,No,No,3.24,B,1,0.21428571428571427,0.9333333333333333,High,1,0.11571428571428573,19.44
15,Male,African American,Higher,5,16,No,Moderate,Yes,Yes,No,No,3.17,B,1,0.3125,0.5333333333333333,Medium,2,0.198125,15.85
17,Male,Asian,High School,4,7,No,Low,Yes,Yes,No,No,3.64,A,1,0.5714285714285714,0.23333333333333334,Low,2,0.52,14.56
15,Male,Asian,Some College,3,7,No,Low,No,No,No,No,3.61,A,1,0.42857142857142855,0.23333333333333334,Low,0,0.5157142857142857,10.83
17,Female,Other,Some College,17,28,Yes,Very High,Yes,No,No,Yes,2.81,C,1,0.6071428571428571,0.9333333333333333,High,2,0.10035714285714285,47.77
18,Male,Caucasian,Some College,13,2,No,High,Yes,Yes,No,No,2.98,C,0,6.5,0.06666666666666667,Low,2,1.49,38.74
16,Male,Asian,High School,15,15,No,Moderate,No,Yes,Yes,No,2.84,C,1,1.0,0.5,Medium,2,0.18933333333333333,42.599999999999994
15,Male,Caucasian,Some College,19,11,Yes,Moderate,No,No,No,No,3.69,A,1,1.7272727272727273,0.36666666666666664,Medium,0,0.33545454545454545,70.11
16,Female,African American,High School,13,14,No,Moderate,Yes,Yes,No,No,2.63,C,1,0.9285714285714286,0.4666666666666667,Medium,2,0.18785714285714286,34.19
16,Female,Caucasian,Some College,4,20,No,High,No,No,No,Yes,2.81,C,1,0.2,0.6666666666666666,Medium,1,0.1405,11.24
18,Male,Other,Some College,10,3,No,High,Yes,Yes,No,No,3.33,B,0,3.3333333333333335,0.1,Low,2,1.11,33.3
16,Male,Asian,Some College,11,22,No,Very High,No,Yes,Yes,No,3.02,B,1,0.5,0.7333333333333333,High,2,0.13727272727272727,33.22
16,Male,Asian,Higher,3,6,No,Very High,Yes,Yes,No,No,3.87,A,1,0.5,0.2,Low,2,0.645,11.61
16,Male,Other,Some College,12,10,No,No Support,Yes,No,No,No,3.67,A,1,1.2,0.3333333333333333,Low,1,0.367,44.04
15,Male,Caucasian,Some College,12,4,No,High,No,No,No,No,3.89,A,1,3.0,0.13333333333333333,Low,0,0.9725,46.68
15,Male,Caucasian,Higher,3,12,No,Low,No,No,No,Yes,2.92,C,1,0.25,0.4,Medium,1,0.24333333333333332,8.76
17,Female,Caucasian,Bachelor’s,1,4,No,Moderate,No,No,Yes,No,2.28,D,1,0.25,0.13333333333333333,Low,1,0.57,2.28
15,Female,African American,Some College,20,7,No,Low,No,Yes,No,No,3.47,B,1,2.857142857142857,0.23333333333333334,Low,1,0.4957142857142857,69.4
17,Female,African American,High School,17,20,No,High,No,No,No,Yes,2.76,C,1,0.85,0.6666666666666666,Medium,1,0.13799999999999998,46.919999999999995
